a,r,c,x,y
1,1,42,42.00100006954002,2.599347294502531
1,25,52,52.00100005689638,44.168352114477344
1,25,53,53.00100011695366,44.168352114477344
0,25,52,52.500999933620896,43.30210001159439
0,25,51,51.50099987356361,43.30210001159439
1,25,51,51.00099999683909,44.168352114477344
0,26,51,51.50099987356361,45.034193363570154
0,26,52,52.500999933620896,45.034193363570154
1,24,54,54.00100017701095,42.43625876250158
1,24,55,55.00099993045998,42.43625876250158
0,24,54,54.50099974712721,41.57041812662337
0,24,53,53.50099999367818,41.57041812662337
1,24,53,53.00100011695366,42.43625876250158
0,25,53,53.50099999367818,43.30210001159439
0,25,54,54.50099974712721,43.30210001159439
0,24,51,51.50099987356361,41.57041812662337
0,24,52,52.500999933620896,41.57041812662337
1,23,52,52.00100005689638,40.704165410525825
1,23,51,51.00099999683909,40.704165410525825
0,24,50,50.50099996681045,41.57041812662337
1,24,51,51.00099999683909,42.43625876250158
1,24,52,52.00100005689638,42.43625876250158
1,23,56,56.000999683909015,40.704165410525825
1,23,57,57.001000050574554,40.704165410525825
0,23,56,56.50099986724179,39.838324161433
0,23,55,55.501000113792756,39.838324161433
1,23,55,55.00099993045998,40.704165410525825
0,24,55,55.501000113792756,41.57041812662337
0,24,56,56.50099986724179,41.57041812662337
1,22,51,51.00099999683909,38.972071445335445
1,22,52,52.00100005689638,38.972071445335445
0,22,51,51.50099987356361,38.106230809457244
0,22,50,50.50099996681045,38.106230809457244
1,22,50,50.0009999367818,38.972071445335445
0,23,50,50.50099996681045,39.838324161433
0,23,51,51.50099987356361,39.838324161433
1,22,58,58.000999804023586,38.972071445335445
1,22,59,59.000999557472625,38.972071445335445
0,22,58,58.50099998735636,38.106230809457244
0,22,57,57.50100023390733,38.106230809457244
1,22,57,57.001000050574554,38.972071445335445
0,23,57,57.50100023390733,39.838324161433
0,23,58,58.50099998735636,39.838324161433
0,21,50,50.50099996681045,36.37413745748149
0,21,51,51.50099987356361,36.37413745748149
1,20,51,51.00099999683909,35.507884741383926
1,20,50,50.0009999367818,35.507884741383926
0,21,49,49.50099998340522,36.37413745748149
1,21,50,50.0009999367818,37.23997809335969
1,21,51,51.00099999683909,37.23997809335969
1,21,60,60.00099992413816,37.23997809335969
1,21,61,61.0010002908037,37.23997809335969
0,21,60,60.50099949425442,36.37413745748149
0,21,59,59.5010003540219,36.37413745748149
1,21,59,59.000999557472625,37.23997809335969
0,22,59,59.5010003540219,38.106230809457244
0,22,60,60.50099949425442,38.106230809457244
1,19,50,50.0009999367818,33.77620346962751
1,19,51,51.00099999683909,33.77620346962751
0,19,50,50.50099996681045,32.90995075352996
0,19,49,49.50099998340522,32.90995075352996
1,19,49,49.000999991702614,33.77620346962751
0,20,49,49.50099998340522,34.642044105505725
0,20,50,50.50099996681045,34.642044105505725
1,20,62,62.00099943103623,35.507884741383926
1,20,63,63.000999797701766,35.507884741383926
0,20,62,62.50100022758552,34.642044105505725
0,20,61,61.50099986091997,34.642044105505725
1,20,61,61.0010002908037,35.507884741383926
0,21,61,61.50099986091997,36.37413745748149
0,21,62,62.50100022758551,36.37413745748149
0,18,49,49.50099998340522,31.177857401554217
0,18,50,50.50099996681045,31.177857401554217
1,17,50,50.0009999367818,30.312016765676002
1,17,49,49.000999991702614,30.312016765676002
0,18,48,48.501,31.177857401554217
1,18,49,49.000999991702614,32.04411011765175
1,18,50,50.0009999367818,32.04411011765175
1,19,64,64.00100016436731,33.77620346962751
1,19,65,65.00100053103286,33.77620346962751
0,19,64,64.50099973448359,32.90995075352996
0,19,63,63.50099936781803,32.90995075352996
1,19,63,63.000999797701766,33.77620346962751
0,20,63,63.50099936781803,34.642044105505725
0,20,64,64.50099973448359,34.642044105505725
1,16,49,49.000999991702614,28.57992341370024
1,16,50,50.0009999367818,28.57992341370024
0,16,49,49.50099998340522,27.714081551392805
0,16,48,48.501,27.714081551392805
1,16,48,48.00100000829739,28.57992341370024
0,17,48,48.501,29.445765276007673
0,17,49,49.50099998340522,29.445765276007673
1,18,66,66.00099967126539,32.04411011765175
1,18,67,67.00100003793092,32.04411011765175
0,18,66,66.50100046781466,31.177857401554217
0,18,65,65.50100010114912,31.177857401554217
1,18,65,65.00100053103286,32.04411011765175
0,19,65,65.50100010114912,32.90995075352996
0,19,66,66.50100046781466,32.90995075352996
0,15,48,48.501,25.981988199417042
0,15,49,49.50099998340522,25.981988199417042
1,14,49,49.000999991702614,25.115736709748713
1,14,48,48.00100000829739,25.115736709748713
0,15,47,47.50100001659478,25.981988199417042
1,15,48,48.00100000829739,26.847830061724476
1,15,49,49.000999991702614,26.847830061724476
1,17,68,68.00100040459647,30.312016765676002
1,17,69,69.000999544829,30.312016765676002
0,17,68,68.50099997471273,29.445765276007673
0,17,67,67.5009996080472,29.445765276007673
1,17,67,67.00100003793092,30.312016765676002
0,18,67,67.50099960804718,31.177857401554217
0,18,68,68.50099997471274,31.177857401554217
1,13,48,48.00100000829739,23.383643357772964
1,13,49,49.000999991702614,23.383643357772964
0,13,48,48.501,22.51780149546553
0,13,47,47.50100001659478,22.51780149546553
1,13,47,47.0010000632182,23.383643357772964
0,14,47,47.50100001659478,24.249894847441293
0,14,48,48.501,24.249894847441293
1,16,70,70.00099868506153,28.57992341370024
1,16,71,71.00100027816006,28.57992341370024
0,16,70,70.50100070804382,27.714081551392805
0,16,69,69.50099911494524,27.714081551392805
1,16,69,69.00099954482899,28.57992341370024
0,17,69,69.50099911494526,29.445765276007673
0,17,70,70.50100070804382,29.445765276007673
0,12,47,47.50100001659478,20.785708143489767
0,12,48,48.501,20.785708143489767
1,11,48,48.00100000829739,19.919868734040787
1,11,47,47.0010000632182,19.919868734040787
0,12,46,46.501000033189555,20.785708143489767
1,12,47,47.0010000632182,21.6515500057972
1,12,48,48.00100000829739,21.6515500057972
1,15,72,72.00099941839261,26.847830061724476
1,15,73,73.00100101149116,26.847830061724476
0,15,72,72.50099898850887,25.981988199417042
0,15,71,71.50099984827634,25.981988199417042
1,15,71,71.00100027816006,26.847830061724476
0,16,71,71.50099984827634,27.714081551392805
0,16,72,72.50099898850885,27.714081551392805
1,10,47,47.0010000632182,18.187775382065023
1,10,48,48.00100000829739,18.187775382065023
0,10,47,47.50100001659478,17.321521439538255
0,10,46,46.501000033189555,17.321521439538255
1,10,46,46.00100000316091,18.187775382065023
0,11,46,46.501000033189555,19.053614791514004
0,11,47,47.50100001659478,19.053614791514004
1,14,74,74.00100015172369,25.115736709748713
1,14,75,75.00099929195622,25.115736709748713
0,14,74,74.50099972183993,24.249894847441293
0,14,73,73.50100058160743,24.249894847441293
1,14,73,73.00100101149116,25.115736709748713
0,15,73,73.50100058160743,25.981988199417042
0,15,74,74.50099972183995,25.981988199417042
0,9,46,46.501000033189555,15.58942808756249
0,9,47,47.50100001659478,15.58942808756249
1,8,47,47.0010000632182,14.723586225255056
1,8,46,46.00100000316091,14.723586225255056
0,9,45,45.501000126436395,15.58942808756249
1,9,46,46.00100000316091,16.45568203008926
1,9,47,47.0010000632182,16.45568203008926
1,13,76,76.00100088505475,23.383643357772964
1,13,77,77.00100002528728,23.383643357772964
0,13,76,76.50100045517102,22.51780149546553
0,13,75,75.50099886207246,22.51780149546553
1,13,75,75.0009992919562,23.383643357772964
0,14,75,75.50099886207246,24.249894847441293
0,14,76,76.50100045517102,24.249894847441293
1,7,46,46.00100000316091,12.991492873279308
1,7,47,47.0010000632182,12.991492873279308
0,7,46,46.501000033189555,12.125653463830313
0,7,45,45.501000126436395,12.125653463830313
1,7,45,45.00099994310362,12.991492873279308
0,8,45,45.501000126436395,13.857334735586727
0,8,46,46.501000033189555,13.857334735586727
1,12,78,78.00099916551981,21.6515500057972
1,12,79,79.00100075861836,21.6515500057972
0,12,78,78.50099873563609,20.785708143489767
0,12,77,77.50099959540356,20.785708143489767
1,12,77,77.00100002528728,21.6515500057972
0,13,77,77.50099959540356,22.51780149546553
0,13,78,78.50099873563607,22.51780149546553
0,6,45,45.501000126436395,10.39356011185455
0,6,46,46.501000033189555,10.39356011185455
1,5,46,46.00100000316091,9.527306169327781
1,5,45,45.00099994310362,9.527306169327781
0,6,44,44.501000066379106,10.39356011185455
1,6,45,45.00099994310362,11.259399521303544
1,6,46,46.00100000316091,11.259399521303544
1,11,80,80.00099989885089,19.919868734040787
1,11,81,81.00099903908342,19.919868734040787
0,11,80,80.50099946896717,19.053614791514004
0,11,79,79.50100032873463,19.053614791514004
1,11,79,79.00100075861837,19.919868734040787
0,12,79,79.50100032873463,20.785708143489767
0,12,80,80.50099946896717,20.785708143489767
1,4,45,45.00099994310362,7.795212817352019
1,4,46,46.00100000316091,7.795212817352019
0,4,45,45.501000126436395,6.9293734079030385
0,4,44,44.501000066379106,6.9293734079030385
1,4,44,44.00099988304634,7.795212817352019
0,5,44,44.501000066379106,8.661464307020347
0,5,45,45.501000126436395,8.661464307020347
1,10,82,82.00100063218198,18.187775382065023
1,10,83,83.0009997724145,18.187775382065023
0,10,82,82.50100020229824,17.321521439538255
0,10,81,81.50100106206571,17.321521439538255
1,10,81,81.00099903908342,18.187775382065023
0,11,81,81.50100106206571,19.053614791514004
0,11,82,82.50100020229824,19.053614791514004
0,3,44,44.501000066379106,5.197277603068836
0,3,45,45.501000126436395,5.197277603068836
1,2,45,45.00099994310362,4.331438193619856
1,2,44,44.00099988304634,4.331438193619856
0,3,43,43.501000006321824,5.197277603068836
1,3,44,44.00099988304634,6.063121918234709
1,3,45,45.00099994310362,6.063121918234709
1,9,84,84.00099891264703,16.45568203008926
1,9,85,85.00100050574558,16.45568203008926
0,9,84,84.50100093562929,15.58942808756249
0,9,83,83.50099934253076,15.58942808756249
1,9,83,83.00099977241449,16.45568203008926
0,10,83,83.50099934253076,17.321521439538255
0,10,84,84.50100093562932,17.321521439538255
1,1,44,44.00099988304634,2.599347294502531
1,1,45,45.00099994310362,2.599347294502531
0,1,44,44.501000066379106,1.7330908991173097
0,1,43,43.501000006321824,1.7330908991173097
1,1,43,43.00099982298905,2.599347294502531
0,2,43,43.501000006321824,3.465186703951526
0,2,44,44.501000066379106,3.465186703951526
0,23,53,53.50099999367818,39.838324161433
0,23,54,54.50099974712721,39.838324161433
1,22,54,54.00100017701095,38.972071445335445
1,22,53,53.00100011695366,38.972071445335445
0,23,52,52.500999933620896,39.838324161433
1,23,53,53.00100011695366,40.704165410525825
1,23,54,54.00100017701095,40.704165410525825
0,22,55,55.501000113792756,38.106230809457244
0,22,56,56.50099986724179,38.106230809457244
1,21,56,56.000999683909015,37.23997809335969
1,21,55,55.00099993045998,37.23997809335969
0,22,54,54.50099974712721,38.106230809457244
1,22,55,55.00099993045998,38.972071445335445
1,22,56,56.000999683909015,38.972071445335445
1,21,53,53.00100011695366,37.23997809335969
1,21,54,54.00100017701095,37.23997809335969
0,21,53,53.50099999367818,36.37413745748149
0,21,52,52.500999933620896,36.37413745748149
1,21,52,52.00100005689638,37.23997809335969
0,22,52,52.500999933620896,38.106230809457244
0,22,53,53.50099999367818,38.106230809457244
0,21,57,57.50100023390733,36.37413745748149
0,21,58,58.50099998735636,36.37413745748149
1,20,58,58.000999804023586,35.507884741383926
1,20,57,57.001000050574554,35.507884741383926
0,21,56,56.50099986724179,36.37413745748149
1,21,57,57.001000050574554,37.23997809335969
1,21,58,58.000999804023586,37.23997809335969
0,20,52,52.500999933620896,34.642044105505725
0,20,53,53.50099999367818,34.642044105505725
1,19,53,53.00100011695366,33.77620346962751
1,19,52,52.00100005689638,33.77620346962751
0,20,51,51.50099987356361,34.642044105505725
1,20,52,52.00100005689638,35.507884741383926
1,20,53,53.00100011695366,35.507884741383926
0,20,59,59.5010003540219,34.642044105505725
0,20,60,60.50099949425442,34.642044105505725
1,19,60,60.00099992413816,33.77620346962751
1,19,59,59.000999557472625,33.77620346962751
0,20,58,58.50099998735636,34.642044105505725
1,20,59,59.000999557472625,35.507884741383926
1,20,60,60.00099992413816,35.507884741383926
1,18,52,52.00100005689638,32.04411011765175
1,18,53,53.00100011695366,32.04411011765175
0,18,52,52.500999933620896,31.177857401554217
0,18,51,51.50099987356361,31.177857401554217
1,18,51,51.00099999683909,32.04411011765175
0,19,51,51.50099987356361,32.90995075352996
0,19,52,52.500999933620896,32.90995075352996
0,19,61,61.50099986091997,32.90995075352996
0,19,62,62.50100022758551,32.90995075352996
1,18,62,62.00099943103623,32.04411011765175
1,18,61,61.0010002908037,32.04411011765175
0,19,60,60.50099949425442,32.90995075352996
1,19,61,61.0010002908037,33.77620346962751
1,19,62,62.00099943103623,33.77620346962751
0,17,51,51.50099987356361,29.445765276007673
0,17,52,52.500999933620896,29.445765276007673
1,16,52,52.00100005689638,28.57992341370024
1,16,51,51.00099999683909,28.57992341370024
0,17,50,50.50099996681045,29.445765276007673
1,17,51,51.00099999683909,30.312016765676002
1,17,52,52.00100005689638,30.312016765676002
0,18,63,63.50099936781803,31.177857401554217
0,18,64,64.50099973448359,31.177857401554217
1,17,64,64.00100016436731,30.312016765676002
1,17,63,63.000999797701766,30.312016765676002
0,18,62,62.50100022758551,31.177857401554217
1,18,63,63.00099979770178,32.04411011765175
1,18,64,64.00100016436731,32.04411011765175
1,15,51,51.00099999683909,26.847830061724476
1,15,52,52.00100005689638,26.847830061724476
0,15,51,51.50099987356361,25.981988199417042
0,15,50,50.50099996681045,25.981988199417042
1,15,50,50.0009999367818,26.847830061724476
0,16,50,50.50099996681045,27.714081551392805
0,16,51,51.50099987356361,27.714081551392805
0,17,65,65.50100010114912,29.445765276007673
0,17,66,66.50100046781466,29.445765276007673
1,16,66,66.00099967126538,28.57992341370024
1,16,65,65.00100053103286,28.57992341370024
0,17,64,64.50099973448359,29.445765276007673
1,17,65,65.00100053103286,30.312016765676002
1,17,66,66.00099967126539,30.312016765676002
0,14,50,50.50099996681045,24.249894847441293
0,14,51,51.50099987356361,24.249894847441293
1,13,51,51.00099999683909,23.383643357772964
1,13,50,50.0009999367818,23.383643357772964
0,14,49,49.50099998340522,24.249894847441293
1,14,50,50.0009999367818,25.115736709748713
1,14,51,51.00099999683909,25.115736709748713
0,16,67,67.50099960804718,27.714081551392805
0,16,68,68.50099997471273,27.714081551392805
1,15,68,68.00100040459647,26.847830061724476
1,15,67,67.00100003793094,26.847830061724476
0,16,66,66.50100046781466,27.714081551392805
1,16,67,67.00100003793094,28.57992341370024
1,16,68,68.00100040459647,28.57992341370024
1,12,50,50.0009999367818,21.6515500057972
1,12,51,51.00099999683909,21.6515500057972
0,12,50,50.50099996681045,20.785708143489767
0,12,49,49.50099998340522,20.785708143489767
1,12,49,49.000999991702614,21.6515500057972
0,13,49,49.50099998340522,22.51780149546553
0,13,50,50.50099996681045,22.51780149546553
0,15,69,69.50099911494526,25.981988199417042
