a,r,c,x,y
0,15,39,39.500999766092676,25.981988199417042
1,20,27,27.00100131493849,35.507884741383926
1,20,28,28.001000455171024,35.507884741383926
0,20,27,27.50100088505476,34.642044105505725
0,20,26,26.5009992919562,34.642044105505725
1,20,26,26.00099972183994,35.507884741383926
0,21,26,26.500999291956198,36.37413745748149
0,21,27,27.50100088505476,36.37413745748149
0,13,38,38.501000012643644,22.51780149546553
0,13,39,39.500999766092676,22.51780149546553
1,12,39,39.00100019597641,21.6515500057972
1,12,38,38.00100044252738,21.6515500057972
0,13,37,37.500999645978105,22.51780149546553
1,13,38,38.00100044252738,23.383643357772964
1,13,39,39.00100019597641,23.383643357772964
0,20,24,24.50100101149115,34.642044105505725
0,20,25,25.501000151723677,34.642044105505725
1,19,25,25.00100058160741,33.77620346962751
1,19,24,24.000998988508858,33.77620346962751
0,20,23,23.500999418392595,34.642044105505725
1,20,24,24.000998988508858,35.507884741383926
1,20,25,25.001000581607414,35.507884741383926
1,11,38,38.00100044252738,19.919868734040787
1,11,39,39.00100019597641,19.919868734040787
0,11,38,38.501000012643644,19.053614791514004
0,11,37,37.500999645978105,19.053614791514004
1,11,37,37.00100007586184,19.919868734040787
0,12,37,37.500999645978105,20.785708143489767
0,12,38,38.501000012643644,20.785708143489767
1,19,22,22.001000708043804,33.77620346962751
1,19,23,23.000999848276333,33.77620346962751
0,19,22,22.50100027816007,32.90995075352996
0,19,21,21.501001137927542,32.90995075352996
1,19,21,21.00099911494525,33.77620346962751
0,20,21,21.501001137927545,34.642044105505725
0,20,22,22.50100027816007,34.642044105505725
0,10,37,37.500999645978105,17.321521439538255
0,10,38,38.501000012643644,17.321521439538255
1,9,38,38.00100044252738,16.45568203008926
1,9,37,37.00100007586184,16.45568203008926
0,10,36,36.50100050574557,17.321521439538255
1,10,37,37.00100007586184,18.187775382065023
1,10,38,38.00100044252738,18.187775382065023
0,19,19,19.501000404596457,32.90995075352996
0,19,20,20.50099954482899,32.90995075352996
1,18,20,20.000999974712727,32.04411011765175
1,18,19,19.0010008344802,32.04411011765175
0,19,18,18.501001264363936,32.90995075352996
1,19,19,19.001000834480198,33.77620346962751
1,19,20,20.000999974712723,33.77620346962751
1,8,37,37.00100007586184,14.723586225255056
1,8,38,38.00100044252738,14.723586225255056
0,8,37,37.500999645978105,13.857334735586727
0,8,36,36.50100050574557,13.857334735586727
1,8,36,36.0009997091963,14.723586225255056
0,9,36,36.50100050574557,15.58942808756249
0,9,37,37.500999645978105,15.58942808756249
1,18,17,17.00100010114912,32.04411011765175
1,18,18,18.000999241381646,32.04411011765175
0,18,17,17.500999671265383,31.177857401554217
0,18,16,16.501000531032854,31.177857401554217
1,18,16,16.001000960916596,32.04411011765175
0,19,16,16.501000531032854,32.90995075352996
0,19,17,17.500999671265383,32.90995075352996
0,7,36,36.50100050574557,12.125653463830313
0,7,37,37.500999645978105,12.125653463830313
1,6,37,37.00100007586184,11.259399521303544
1,6,36,36.0009997091963,11.259399521303544
0,7,35,35.501000139080034,12.125653463830313
1,7,36,36.0009997091963,12.991492873279308
1,7,37,37.00100007586184,12.991492873279308
0,18,14,14.500999797701773,31.177857401554217
0,18,15,15.500998937934298,31.177857401554217
1,17,15,15.00099936781804,30.312016765676002
1,17,14,14.001000227585514,30.312016765676002
0,18,13,13.501000657469246,31.177857401554217
1,18,14,14.001000227585514,32.04411011765175
1,18,15,15.00099936781804,32.04411011765175
1,5,36,36.0009997091963,9.527306169327781
1,5,37,37.00100007586184,9.527306169327781
0,5,36,36.50100050574557,8.661464307020347
0,5,35,35.501000139080034,8.661464307020347
1,5,35,35.001000568963775,9.527306169327781
0,6,35,35.501000139080034,10.39356011185455
0,6,36,36.50100050574557,10.39356011185455
1,17,12,12.000999494254433,30.312016765676002
1,17,13,13.001001087352988,30.312016765676002
0,17,12,12.500999064370696,29.445765276007673
0,17,11,11.500999924138165,29.445765276007673
1,17,11,11.001000354021908,30.312016765676002
0,18,11,11.500999924138165,31.177857401554217
0,18,12,12.500999064370692,31.177857401554217
0,4,35,35.501000139080034,6.9293734079030385
0,4,36,36.50100050574557,6.9293734079030385
1,3,36,36.0009997091963,6.063121918234709
1,3,35,35.001000568963775,6.063121918234709
0,4,34,34.500999772414495,6.9293734079030385
1,4,35,35.001000568963775,7.795212817352019
1,4,36,36.0009997091963,7.795212817352019
0,17,9,9.50099919080709,29.445765276007673
0,17,10,10.50100078390564,29.445765276007673
1,16,10,10.001001213789378,28.57992341370024
1,16,9,9.000999620690822,28.57992341370024
0,17,8,8.501000050574564,29.445765276007673
1,17,9,9.000999620690827,30.312016765676002
1,17,10,10.001001213789381,30.31201676567599
1,2,35,35.001000568963775,4.331438193619856
1,2,36,36.0009997091963,4.331438193619856
0,2,35,35.501000139080034,3.465186703951526
0,2,34,34.500999772414495,3.465186703951526
1,2,34,34.00100020229823,4.331438193619856
0,3,34,34.500999772414495,5.197277603068836
0,3,35,35.501000139080034,5.197277603068836
1,16,7,7.000998887359738,28.57992341370024
1,16,8,8.001000480458297,28.57992341370024
0,16,7,7.501000910342035,27.714081551392805
0,16,6,6.501001770109514,27.714081551392805
1,16,6,6.000999747127213,28.57992341370024
0,17,6,6.501001770109514,29.445765276007673
0,17,7,7.501000910342035,29.445765276007673
1,21,39,39.00100019597641,37.23997809335969
1,21,40,40.00099994942544,37.23997809335969
0,21,39,39.500999766092676,36.37413745748149
0,21,38,38.501000012643644,36.37413745748149
1,21,38,38.00100044252738,37.23997809335969
0,22,38,38.501000012643644,38.106230809457244
0,22,39,39.500999766092676,38.106230809457244
0,20,38,38.501000012643644,34.642044105505725
0,20,39,39.500999766092676,34.642044105505725
1,19,39,39.00100019597641,33.77620346962751
1,19,38,38.00100044252738,33.77620346962751
0,20,37,37.500999645978105,34.642044105505725
1,20,38,38.00100044252738,35.507884741383926
1,20,39,39.00100019597641,35.507884741383926
0,21,36,36.50100050574557,36.37413745748149
0,21,37,37.500999645978105,36.37413745748149
1,20,37,37.00100007586184,35.507884741383926
1,20,36,36.0009997091963,35.507884741383926
0,21,35,35.501000139080034,36.37413745748149
1,21,36,36.0009997091963,37.23997809335969
1,21,37,37.00100007586184,37.23997809335969
1,18,38,38.00100044252738,32.04411011765175
1,18,39,39.00100019597641,32.04411011765175
0,18,38,38.501000012643644,31.177857401554217
0,18,37,37.500999645978105,31.177857401554217
1,18,37,37.00100007586184,32.04411011765175
0,19,37,37.500999645978105,32.90995075352996
0,19,38,38.501000012643644,32.90995075352996
1,20,34,34.00100020229823,35.507884741383926
1,20,35,35.001000568963775,35.507884741383926
0,20,34,34.500999772414495,34.642044105505725
0,20,33,33.50100063218197,34.642044105505725
1,20,33,33.00099983563269,35.507884741383926
0,21,33,33.50100063218197,36.37413745748149
0,21,34,34.500999772414495,36.37413745748149
0,17,37,37.500999645978105,29.445765276007673
0,17,38,38.501000012643644,29.445765276007673
1,16,38,38.00100044252738,28.57992341370024
1,16,37,37.00100007586184,28.57992341370024
0,17,36,36.50100050574557,29.445765276007673
1,17,37,37.00100007586184,30.312016765676002
1,17,38,38.00100044252738,30.312016765676002
0,20,31,31.500999898850893,34.642044105505725
0,20,32,32.50100026551643,34.642044105505725
1,19,32,32.00099946896715,33.77620346962751
1,19,31,31.00100032873463,33.77620346962751
0,20,30,30.500999532185354,34.642044105505725
1,20,31,31.00100032873463,35.507884741383926
1,20,32,32.00099946896715,35.507884741383926
1,15,37,37.00100007586184,26.847830061724476
1,15,38,38.00100044252738,26.847830061724476
0,15,37,37.500999645978105,25.981988199417042
0,15,36,36.50100050574557,25.981988199417042
1,15,36,36.0009997091963,26.847830061724476
0,16,36,36.50100050574557,27.714081551392805
0,16,37,37.500999645978105,27.714081551392805
1,19,29,29.00099959540355,33.77620346962751
1,19,30,30.00099996206909,33.77620346962751
0,19,29,29.501000391952825,32.90995075352996
0,19,28,28.501000025287286,32.90995075352996
1,19,28,28.001000455171024,33.77620346962751
0,20,28,28.501000025287286,34.642044105505725
0,20,29,29.501000391952825,34.642044105505725
0,14,36,36.50100050574557,24.249894847441293
0,14,37,37.500999645978105,24.249894847441293
1,13,37,37.00100007586184,23.383643357772964
1,13,36,36.0009997091963,23.383643357772964
0,14,35,35.501000139080034,24.249894847441293
1,14,36,36.0009997091963,25.115736709748713
1,14,37,37.00100007586184,25.115736709748713
0,19,26,26.500999291956198,32.90995075352996
0,19,27,27.50100088505476,32.90995075352996
1,18,27,27.001001314938495,32.04411011765175
1,18,26,26.00099972183994,32.04411011765175
0,19,25,25.501000151723677,32.90995075352996
1,19,26,26.00099972183994,33.77620346962751
1,19,27,27.00100131493849,33.77620346962751
1,12,36,36.0009997091963,21.6515500057972
1,12,37,37.00100007586184,21.6515500057972
0,12,36,36.50100050574557,20.785708143489767
0,12,35,35.501000139080034,20.785708143489767
1,12,35,35.001000568963775,21.6515500057972
0,13,35,35.501000139080034,22.51780149546553
0,13,36,36.50100050574557,22.51780149546553
1,18,24,24.000998988508858,32.04411011765175
1,18,25,25.001000581607414,32.04411011765175
0,18,24,24.50100101149115,31.177857401554217
0,18,23,23.500999418392595,31.177857401554217
1,18,23,23.000999848276333,32.04411011765175
0,19,23,23.500999418392595,32.90995075352996
0,19,24,24.50100101149115,32.90995075352996
0,11,35,35.501000139080034,19.053614791514004
0,11,36,36.50100050574557,19.053614791514004
1,10,36,36.0009997091963,18.187775382065023
1,10,35,35.001000568963775,18.187775382065023
0,11,34,34.500999772414495,19.053614791514004
1,11,35,35.001000568963775,19.919868734040787
1,11,36,36.0009997091963,19.919868734040787
0,18,21,21.501001137927545,31.177857401554217
0,18,22,22.50100027816007,31.177857401554217
1,17,22,22.001000708043808,30.312016765676002
1,17,21,21.00099911494525,30.312016765676002
0,18,20,20.50099954482899,31.177857401554217
1,18,21,21.00099911494525,32.04411011765175
1,18,22,22.001000708043808,32.04411011765175
1,9,35,35.001000568963775,16.45568203008926
1,9,36,36.0009997091963,16.45568203008926
0,9,35,35.501000139080034,15.58942808756249
0,9,34,34.500999772414495,15.58942808756249
1,9,34,34.00100020229823,16.45568203008926
0,10,34,34.500999772414495,17.321521439538255
0,10,35,35.501000139080034,17.321521439538255
1,17,19,19.0010008344802,30.312016765676002
1,17,20,20.000999974712727,30.312016765676002
0,17,19,19.50100040459646,29.445765276007673
0,17,18,18.50100126436394,29.445765276007673
1,17,18,18.000999241381646,30.31201676567599
0,18,18,18.50100126436394,31.177857401554217
0,18,19,19.50100040459646,31.177857401554217
0,8,34,34.500999772414495,13.857334735586727
0,8,35,35.501000139080034,13.857334735586727
1,7,35,35.001000568963775,12.991492873279308
1,7,34,34.00100020229823,12.991492873279308
0,8,33,33.50100063218197,13.857334735586727
1,8,34,34.00100020229823,14.723586225255056
1,8,35,35.001000568963775,14.723586225255056
0,17,16,16.501000531032854,29.445765276007673
0,17,17,17.500999671265383,29.445765276007673
1,16,17,17.001000101149117,28.57992341370024
1,16,16,16.001000960916592,28.57992341370024
0,17,15,15.500998937934302,29.445765276007673
1,17,16,16.001000960916596,30.312016765676002
1,17,17,17.00100010114912,30.312016765676002
1,6,34,34.00100020229823,11.259399521303544
1,6,35,35.001000568963775,11.259399521303544
0,6,34,34.500999772414495,10.39356011185455
0,6,33,33.50100063218197,10.39356011185455
1,6,33,33.00099983563269,11.259399521303544
0,7,33,33.50100063218197,12.125653463830313
0,7,34,34.500999772414495,12.125653463830313
1,16,14,14.00100022758551,28.57992341370024
1,16,15,15.000999367818036,28.57992341370024
0,16,14,14.500999797701773,27.71408155139279
0,16,13,13.501000657469246,27.714081551392805
1,16,13,13.001001087352984,28.57992341370024
0,17,13,13.501000657469246,29.445765276007673
0,17,14,14.500999797701777,29.445765276007673
0,5,33,33.50100063218197,8.661464307020347
0,5,34,34.500999772414495,8.661464307020347
1,4,34,34.00100020229823,7.795212817352019
1,4,33,33.00099983563269,7.795212817352019
0,5,32,32.50100026551643,8.661464307020347
1,5,33,33.00099983563269,9.527306169327781
1,5,34,34.00100020229823,9.527306169327781
0,16,11,11.500999924138165,27.714081551392805
0,16,12,12.500999064370692,27.714081551392805
1,15,12,12.000999494254433,26.847830061724476
1,15,11,11.001000354021908,26.847830061724476
0,16,10,10.50100078390564,27.714081551392805
1,16,11,11.001000354021908,28.57992341370024
1,16,12,12.000999494254433,28.57992341370024
1,3,33,33.00099983563269,6.063121918234709
1,3,34,34.00100020229823,6.063121918234709
0,3,33,33.50100063218197,5.197277603068836
0,3,32,32.50100026551643,5.197277603068836
1,3,32,32.00099946896715,6.063121918234709
0,4,32,32.50100026551643,6.9293734079030385
0,4,33,33.50100063218197,6.9293734079030385
1,15,9,9.000999620690827,26.847830061724476
1,15,10,10.001001213789378,26.847830061724476
0,15,9,9.50099919080709,25.981988199417042
0,15,8,8.501000050574564,25.981988199417042
1,15,8,8.001000480458302,26.847830061724476
0,16,8,8.501000050574559,27.714081551392805
0,16,9,9.50099919080709,27.714081551392805
1,19,36,36.0009997091963,33.77620346962751
1,19,37,37.00100007586184,33.77620346962751
0,19,36,36.50100050574557,32.90995075352996
0,19,35,35.501000139080034,32.90995075352996
1,19,35,35.001000568963775,33.77620346962751
0,20,35,35.501000139080034,34.642044105505725
0,20,36,36.50100050574557,34.642044105505725
0,18,35,35.501000139080034,31.177857401554217
0,18,36,36.50100050574557,31.177857401554217
1,17,36,36.0009997091963,30.312016765676002
1,17,35,35.001000568963775,30.312016765676002
0,18,34,34.500999772414495,31.177857401554217
1,18,35,35.001000568963775,32.04411011765175
1,18,36,36.0009997091963,32.04411011765175
0,19,33,33.50100063218197,32.90995075352996
0,19,34,34.500999772414495,32.90995075352996
1,18,34,34.00100020229823,32.04411011765175
1,18,33,33.00099983563269,32.04411011765175
0,19,32,32.50100026551643,32.90995075352996
1,19,33,33.00099983563269,33.77620346962751
1,19,34,34.00100020229823,33.77620346962751
1,16,35,35.001000568963775,28.57992341370024
1,16,36,36.0009997091963,28.57992341370024
0,16,35,35.501000139080034,27.714081551392805
0,16,34,34.500999772414495,27.714081551392805
1,16,34,34.00100020229823,28.57992341370024
0,17,34,34.500999772414495,29.445765276007673
0,17,35,35.501000139080034,29.445765276007673
1,18,31,31.00100032873463,32.04411011765175
1,18,32,32.00099946896715,32.04411011765175
0,18,31,31.500999898850893,31.177857401554217
0,18,30,30.500999532185354,31.177857401554217
1,18,30,30.00099996206909,32.04411011765175
0,19,30,30.500999532185354,32.90995075352996
0,19,31,31.500999898850893,32.90995075352996
0,15,34,34.500999772414495,25.981988199417042
0,15,35,35.501000139080034,25.981988199417042
1,14,35,35.001000568963775,25.115736709748713
1,14,34,34.00100020229823,25.115736709748713
0,15,33,33.50100063218197,25.981988199417042
1,15,34,34.00100020229823,26.847830061724476
1,15,35,35.001000568963775,26.847830061724476
0,18,28,28.501000025287286,31.177857401554217
0,18,29,29.501000391952825,31.177857401554217
1,17,29,29.00099959540355,30.312016765676002
1,17,28,28.001000455171024,30.312016765676002
0,18,27,27.50100088505476,31.177857401554217
1,18,28,28.001000455171024,32.04411011765175
1,18,29,29.00099959540355,32.04411011765175
1,13,34,34.00100020229823,23.383643357772964
1,13,35,35.001000568963775,23.383643357772964
0,13,34,34.500999772414495,22.51780149546553
0,13,33,33.50100063218197,22.51780149546553
1,13,33,33.00099983563269,23.383643357772964
0,14,33,33.50100063218197,24.249894847441293
0,14,34,34.500999772414495,24.249894847441293
1,17,26,26.00099972183994,30.312016765676002
1,17,27,27.00100131493849,30.312016765676002
0,17,26,26.500999291956198,29.445765276007673
0,17,25,25.501000151723677,29.445765276007673
1,17,25,25.00100058160741,30.312016765676002
0,18,25,25.501000151723677,31.177857401554217
0,18,26,26.500999291956198,31.177857401554217
0,12,33,33.50100063218197,20.785708143489767
0,12,34,34.500999772414495,20.785708143489767
1,11,34,34.00100020229823,19.919868734040787
1,11,33,33.00099983563269,19.919868734040787
0,12,32,32.50100026551643,20.785708143489767
1,12,33,33.00099983563269,21.6515500057972
1,12,34,34.00100020229823,21.6515500057972
0,17,23,23.500999418392595,29.445765276007673
0,17,24,24.50100101149115,29.445765276007673
1,16,24,24.000998988508858,28.57992341370024
1,16,23,23.00099984827633,28.57992341370024
0,17,22,22.50100027816007,29.445765276007673
1,17,23,23.000999848276333,30.312016765676002
1,17,24,24.000998988508858,30.312016765676002
1,10,33,33.00099983563269,18.187775382065023
1,10,34,34.00100020229823,18.187775382065023
0,10,33,33.50100063218197,17.321521439538255
0,10,32,32.50100026551643,17.321521439538255
1,10,32,32.00099946896715,18.187775382065023
0,11,32,32.50100026551643,19.053614791514004
0,11,33,33.50100063218197,19.053614791514004
1,16,21,21.00099911494525,28.57992341370024
1,16,22,22.001000708043804,28.57992341370024
0,16,21,21.501001137927545,27.714081551392805
0,16,20,20.50099954482899,27.714081551392805
1,16,20,20.000999974712723,28.57992341370024
0,17,20,20.50099954482899,29.445765276007673
0,17,21,21.501001137927545,29.445765276007673
0,9,32,32.50100026551643,15.58942808756249
0,9,33,33.50100063218197,15.58942808756249
1,8,33,33.00099983563269,14.723586225255056
1,8,32,32.00099946896715,14.723586225255056
0,9,31,31.500999898850893,15.58942808756249
1,9,32,32.00099946896715,16.45568203008926
1,9,33,33.00099983563269,16.45568203008926
0,16,18,18.50100126436394,27.714081551392805
0,16,19,19.50100040459646,27.714081551392805
1,15,19,19.001000834480198,26.847830061724476
1,15,18,18.000999241381646,26.847830061724476
0,16,17,17.500999671265383,27.714081551392805
1,16,18,18.000999241381646,28.57992341370024
1,16,19,19.001000834480198,28.57992341370024
1,7,32,32.00099946896715,12.991492873279308
1,7,33,33.00099983563269,12.991492873279308
0,7,32,32.50100026551643,12.125653463830313
0,7,31,31.500999898850893,12.125653463830313
1,7,31,31.00100032873463,12.991492873279308
0,8,31,31.500999898850893,13.857334735586727
0,8,32,32.50100026551643,13.857334735586727
1,15,16,16.001000960916592,26.847830061724476
1,15,17,17.00100010114912,26.847830061724476
0,15,16,16.501000531032854,25.981988199417042
0,15,15,15.500998937934302,25.981988199417042
1,15,15,15.00099936781804,26.847830061724476
0,16,15,15.500998937934302,27.714081551392805
0,16,16,16.501000531032854,27.714081551392805
0,6,31,31.500999898850893,10.39356011185455
0,6,32,32.50100026551643,10.39356011185455
1,5,32,32.00099946896715,9.527306169327781
1,5,31,31.00100032873463,9.527306169327781
0,6,30,30.500999532185354,10.39356011185455
1,6,31,31.00100032873463,11.259399521303544
1,6,32,32.00099946896715,11.259399521303544
0,15,13,13.501000657469252,25.981988199417042
0,15,14,14.500999797701777,25.981988199417042
1,14,14,14.001000227585514,25.115736709748713
1,14,13,13.001001087352988,25.115736709748713
0,15,12,12.500999064370696,25.981988199417042
1,15,13,13.001001087352984,26.847830061724476
1,15,14,14.001000227585514,26.847830061724476
1,4,31,31.00100032873463,7.795212817352019
1,4,32,32.00099946896715,7.795212817352019
0,4,31,31.500999898850893,6.9293734079030385
0,4,30,30.500999532185354,6.9293734079030385
1,4,30,30.00099996206909,7.795212817352019
0,5,30,30.500999532185354,8.661464307020347
0,5,31,31.500999898850893,8.661464307020347
1,14,11,11.001000354021908,25.115736709748713
1,14,12,12.000999494254433,25.115736709748713
0,14,11,11.500999924138165,24.249894847441293
0,14,10,10.50100078390564,24.249894847441293
1,14,10,10.001001213789381,25.115736709748713
0,15,10,10.50100078390564,25.981988199417042
0,15,11,11.500999924138165,25.981988199417042
1,17,33,33.00099983563269,30.312016765676002
1,17,34,34.00100020229823,30.312016765676002
0,17,33,33.50100063218197,29.445765276007673
0,17,32,32.50100026551643,29.445765276007673
1,17,32,32.00099946896715,30.312016765676002
0,18,32,32.50100026551643,31.177857401554217
0,18,33,33.50100063218197,31.177857401554217
0,16,32,32.50100026551643,27.714081551392805
0,16,33,33.50100063218197,27.714081551392805
1,15,33,33.00099983563269,26.847830061724476
1,15,32,32.00099946896715,26.847830061724476
0,16,31,31.500999898850893,27.714081551392805
1,16,32,32.00099946896715,28.57992341370024
1,16,33,33.00099983563269,28.57992341370024
0,17,30,30.500999532185354,29.445765276007673
0,17,31,31.500999898850893,29.445765276007673
1,16,31,31.00100032873463,28.57992341370024
1,16,30,30.00099996206909,28.57992341370024
0,17,29,29.501000391952825,29.445765276007673
1,17,30,30.00099996206909,30.312016765676002
1,17,31,31.00100032873463,30.312016765676002
1,14,32,32.00099946896715,25.115736709748713
1,14,33,33.00099983563269,25.115736709748713
0,14,32,32.50100026551643,24.249894847441293
0,14,31,31.500999898850893,24.249894847441293
1,14,31,31.00100032873463,25.115736709748713
0,15,31,31.500999898850893,25.981988199417042
0,15,32,32.50100026551643,25.981988199417042
1,16,28,28.001000455171024,28.57992341370024
1,16,29,29.00099959540355,28.57992341370024
0,16,28,28.501000025287286,27.714081551392805
0,16,27,27.50100088505476,27.714081551392805
1,16,27,27.001001314938495,28.57992341370024
0,17,27,27.50100088505476,29.445765276007673
0,17,28,28.501000025287286,29.445765276007673
0,13,31,31.500999898850893,22.51780149546553
0,13,32,32.50100026551643,22.51780149546553
1,12,32,32.00099946896715,21.6515500057972
1,12,31,31.00100032873463,21.6515500057972
0,13,30,30.500999532185354,22.51780149546553
1,13,31,31.00100032873463,23.383643357772964
1,13,32,32.00099946896715,23.383643357772964
0,16,25,25.501000151723677,27.714081551392805
0,16,26,26.5009992919562,27.714081551392805
1,15,26,26.00099972183994,26.847830061724476
1,15,25,25.00100058160741,26.847830061724476
0,16,24,24.50100101149115,27.714081551392805
1,16,25,25.001000581607414,28.57992341370024
1,16,26,26.00099972183994,28.57992341370024
1,11,31,31.00100032873463,19.919868734040787
1,11,32,32.00099946896715,19.919868734040787
0,11,31,31.500999898850893,19.053614791514004
0,11,30,30.500999532185354,19.053614791514004
1,11,30,30.00099996206909,19.919868734040787
0,12,30,30.500999532185354,20.785708143489767
0,12,31,31.500999898850893,20.785708143489767
1,15,23,23.000999848276333,26.847830061724476
1,15,24,24.000998988508858,26.847830061724476
0,15,23,23.500999418392595,25.981988199417042
0,15,22,22.50100027816007,25.981988199417042
1,15,22,22.001000708043808,26.847830061724476
0,16,22,22.50100027816007,27.714081551392805
0,16,23,23.500999418392595,27.714081551392805
0,10,30,30.500999532185354,17.321521439538255
0,10,31,31.500999898850893,17.321521439538255
1,9,31,31.00100032873463,16.45568203008926
1,9,30,30.00099996206909,16.45568203008926
0,10,29,29.501000391952825,17.321521439538255
1,10,30,30.00099996206909,18.187775382065023
1,10,31,31.00100032873463,18.187775382065023
0,15,20,20.50099954482899,25.981988199417042
0,15,21,21.501001137927545,25.981988199417042
1,14,21,21.00099911494525,25.115736709748713
1,14,20,20.000999974712727,25.115736709748713
0,15,19,19.50100040459646,25.981988199417042
1,15,20,20.000999974712727,26.847830061724476
1,15,21,21.00099911494525,26.847830061724476
1,8,30,30.00099996206909,14.723586225255056
1,8,31,31.00100032873463,14.723586225255056
0,8,30,30.500999532185354,13.857334735586727
0,8,29,29.501000391952825,13.857334735586727
1,8,29,29.00099959540355,14.723586225255056
0,9,29,29.501000391952825,15.58942808756249
0,9,30,30.500999532185354,15.58942808756249
1,14,18,18.000999241381646,25.115736709748713
1,14,19,19.0010008344802,25.115736709748713
0,14,18,18.501001264363936,24.249894847441293
0,14,17,17.500999671265383,24.249894847441293
1,14,17,17.00100010114912,25.115736709748713
0,15,17,17.500999671265383,25.981988199417042
0,15,18,18.50100126436394,25.981988199417042
0,7,29,29.501000391952825,12.125653463830313
0,7,30,30.500999532185354,12.125653463830313
1,6,30,30.00099996206909,11.259399521303544
1,6,29,29.00099959540355,11.259399521303544
0,7,28,28.501000025287286,12.125653463830313
1,7,29,29.00099959540355,12.991492873279308
1,7,30,30.00099996206909,12.991492873279308
0,14,15,15.500998937934298,24.249894847441293
0,14,16,16.501000531032854,24.249894847441293
1,13,16,16.001000960916592,23.383643357772964
1,13,15,15.000999367818036,23.383643357772964
0,14,14,14.500999797701773,24.249894847441293
1,14,15,15.00099936781804,25.115736709748713
1,14,16,16.001000960916596,25.115736709748713
1,5,29,29.00099959540355,9.527306169327781
1,5,30,30.00099996206909,9.527306169327781
0,5,29,29.501000391952825,8.661464307020347
0,5,28,28.501000025287286,8.661464307020347
1,5,28,28.001000455171017,9.527306169327781
0,6,28,28.501000025287286,10.39356011185455
0,6,29,29.501000391952825,10.39356011185455
1,13,13,13.001001087352984,23.383643357772964
1,13,14,14.00100022758551,23.383643357772964
0,13,13,13.501000657469246,22.51780149546553
0,13,12,12.500999064370692,22.51780149546553
1,13,12,12.000999494254428,23.383643357772964
0,14,12,12.500999064370692,24.249894847441293
0,14,13,13.501000657469246,24.249894847441293
1,15,30,30.00099996206909,26.847830061724476
1,15,31,31.00100032873463,26.847830061724476
0,15,30,30.500999532185354,25.981988199417042
0,15,29,29.501000391952825,25.981988199417042
1,15,29,29.00099959540355,26.847830061724476
0,16,29,29.501000391952825,27.714081551392805
0,16,30,30.500999532185354,27.714081551392805
0,14,29,29.501000391952825,24.249894847441293
0,14,30,30.500999532185354,24.249894847441293
1,13,30,30.00099996206909,23.383643357772964
1,13,29,29.00099959540355,23.383643357772964
0,14,28,28.501000025287286,24.249894847441293
1,14,29,29.00099959540355,25.115736709748713
1,14,30,30.00099996206909,25.115736709748713
0,15,27,27.50100088505476,25.981988199417042
0,15,28,28.501000025287286,25.981988199417042
1,14,28,28.001000455171024,25.115736709748713
1,14,27,27.00100131493849,25.115736709748713
0,15,26,26.500999291956198,25.981988199417042
1,15,27,27.00100131493849,26.847830061724476
1,15,28,28.001000455171024,26.847830061724476
1,12,29,29.00099959540355,21.6515500057972
1,12,30,30.00099996206909,21.6515500057972
0,12,29,29.501000391952825,20.785708143489767
0,12,28,28.501000025287286,20.785708143489767
1,12,28,28.001000455171024,21.6515500057972
0,13,28,28.501000025287286,22.51780149546553
0,13,29,29.501000391952825,22.51780149546553
1,14,25,25.00100058160741,25.115736709748713
1,14,26,26.000999721839936,25.115736709748713
0,14,25,25.501000151723677,24.249894847441293
0,14,24,24.50100101149115,24.249894847441293
1,14,24,24.000998988508858,25.115736709748713
0,15,24,24.50100101149115,25.981988199417042
0,15,25,25.501000151723677,25.981988199417042
0,11,28,28.501000025287286,19.053614791514004
0,11,29,29.501000391952825,19.053614791514004
1,10,29,29.00099959540355,18.187775382065023
1,10,28,28.001000455171024,18.187775382065023
0,11,27,27.50100088505476,19.053614791514004
1,11,28,28.001000455171024,19.919868734040787
1,11,29,29.00099959540355,19.919868734040787
0,14,22,22.50100027816007,24.249894847441293
0,14,23,23.500999418392595,24.249894847441293
1,13,23,23.000999848276333,23.383643357772964
1,13,22,22.001000708043804,23.383643357772964
0,14,21,21.501001137927545,24.249894847441293
1,14,22,22.001000708043808,25.115736709748713
1,14,23,23.000999848276333,25.115736709748713
1,9,28,28.001000455171024,16.45568203008926
1,9,29,29.00099959540355,16.45568203008926
0,9,28,28.501000025287286,15.58942808756249
0,9,27,27.50100088505476,15.58942808756249
1,9,27,27.001001314938495,16.45568203008926
0,10,27,27.50100088505476,17.321521439538255
0,10,28,28.501000025287286,17.321521439538255
1,13,20,20.000999974712723,23.383643357772964
1,13,21,21.00099911494525,23.383643357772964
0,13,20,20.50099954482899,22.51780149546553
0,13,19,19.50100040459646,22.51780149546553
1,13,19,19.001000834480198,23.383643357772964
0,14,19,19.50100040459646,24.249894847441293
0,14,20,20.50099954482899,24.249894847441293
0,8,27,27.50100088505476,13.857334735586727
0,8,28,28.501000025287286,13.857334735586727
1,7,28,28.001000455171024,12.991492873279308
1,7,27,27.001001314938495,12.991492873279308
0,8,26,26.500999291956198,13.857334735586727
1,8,27,27.00100131493849,14.723586225255056
1,8,28,28.001000455171024,14.723586225255056
0,13,17,17.500999671265383,22.51780149546553
0,13,18,18.50100126436394,22.51780149546553
1,12,18,18.000999241381646,21.6515500057972
1,12,17,17.00100010114912,21.6515500057972
